,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore,Ncore
,AmbT_10m,AmbT_10m,CO,CO,NO,NO,NOy,NOy,O3,O3,PM10L,PM10L,PM25L,PM25L,RH,RH
,DEGC,DEGC,PPM,PPM,PPB,PPB,PPB,PPB,PPB,PPB,ug/m3 L,ug/m3 L,ug/m3 L,ug/m3 L,% RH,% RH
Date,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags,Value,Flags
15-Aug-2024 06:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
15-Aug-2024 07:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
15-Aug-2024 08:00,,IE,,IE,,IE,,IE,,IE,,IE,,IE,,IE
15-Aug-2024 09:00,13.4,,,IE,,IE,,IE,,IE,5,,0,,67.6,
15-Aug-2024 10:00,15.2,,0.32,,,IE,,IE,22.5,,,IE,-0.9,,58.3,
15-Aug-2024 11:00,16.9,,0.294,,,IE,,IE,26.6,,6,,-0.3,,51.4,
15-Aug-2024 12:00,18.3,,0.27,,,IE,,IE,29.8,,4,,-2.7,,46.3,
15-Aug-2024 13:00,19.7,,0.248,,,IE,,IE,31.8,,4,,-4.5,,42.2,
15-Aug-2024 14:00,20.9,,0.231,,,IE,,IE,35.1,,10,,-0.3,,34.7,
15-Aug-2024 15:00,21.9,,0.219,,,IE,,IE,37.4,,7,,-1.3,,32.5,
15-Aug-2024 16:00,22.4,,0.209,,,IE,,IE,38.6,,11,,-3,,31.6,
15-Aug-2024 17:00,21.7,,0.213,,,IE,,IE,39.4,,10,,-0.8,,32.4,
15-Aug-2024 18:00,20.7,,0.212,,,IE,,IE,40.6,,7,,0.6,,33.3,
15-Aug-2024 19:00,20.1,,0.27,,,IE,,IE,37.3,,13,,0.9,,37.4,
15-Aug-2024 20:00,19,,0.27,,,IE,,IE,29.7,,19,,0.7,,46.1,
15-Aug-2024 21:00,17.2,,0.292,,,IE,,IE,17.9,,27,,-0.8,,61.8,
15-Aug-2024 22:00,17.4,,0.169,,,IE,,IE,31.3,,9,,-0.8,,55.2,
15-Aug-2024 23:00,16,,0.215,,,IE,,IE,21.7,,17,,0.1,,64.3,
16-Aug-2024 00:00,15.1,,0.206,,,IE,,IE,23.1,,13,,1.6,,66.4,
16-Aug-2024 01:00,15.1,,0.159,,,IE,,IE,25.4,,14,,1.1,,63.8,
16-Aug-2024 02:00,14.6,,0.14,,,IE,,IE,20.8,,16,,4.4,,67.7,
16-Aug-2024 03:00,13.9,,0.155,,,IE,,IE,13.4,,19,,6.3,,74.6,
16-Aug-2024 04:00,14,,0.137,,,IE,,IE,18.8,,25,,3.9,,70.5,
16-Aug-2024 05:00,14.1,,0.121,,,IE,,IE,27.2,,43,,1.6,,66.3,
16-Aug-2024 06:00,14.1,,0.155,,,IE,,IE,24.3,,46,,4.3,,68,
16-Aug-2024 07:00,14.1,,0.151,,,IE,,IE,25.5,,44,,4.1,,64.9,
16-Aug-2024 08:00,14.6,,0.169,,,IE,,IE,27.9,,38,,4.6,,63.4,
16-Aug-2024 09:00,15.6,,0.166,,,IE,,IE,27.4,,40,,5,,61.2,
16-Aug-2024 10:00,17.1,,0.196,,,IE,,IE,21.7,,33,,3.4,,60.5,
16-Aug-2024 11:00,17.2,,0.192,,,IE,,IE,23.2,,37,,4.5,,57.9,
16-Aug-2024 12:00,16.1,,0.138,,,IE,,IE,27.5,,26,,3,,61.9,
16-Aug-2024 13:00,14.9,,0.136,,,IE,,IE,27.7,,11,,-0.8,,70.5,
16-Aug-2024 14:00,13.3,,0.122,,,IE,,IE,27.1,,6,,0.1,,80.9,
16-Aug-2024 15:00,12.4,,0.128,,,IE,,IE,25.3,,2,,1.6,,84.4,
16-Aug-2024 16:00,11.8,,0.135,,,IE,,IE,21.6,,1,,0,,89.1,
16-Aug-2024 17:00,11.1,,0.133,,,IE,,IE,20.2,,1,,0.6,,91.5,
16-Aug-2024 18:00,10.7,,0.139,,,IE,,IE,19.9,,1,,3.8,,93.5,
16-Aug-2024 19:00,10.7,,0.142,,,IE,,IE,19.8,,4,,2.5,,94.5,
16-Aug-2024 20:00,10.7,,0.133,,,IE,,IE,19.2,,4,,1.8,,95.4,
16-Aug-2024 21:00,10.9,,0.129,,,IE,,IE,18.4,,3,,2,,94.7,
16-Aug-2024 22:00,11,,0.131,,,IE,,IE,17.5,,4,,1.4,,94.8,
16-Aug-2024 23:00,11.1,,0.129,,,IE,,IE,17.7,,2,,-0.1,,96.1,
17-Aug-2024 00:00,11.5,,0.122,,,IE,,IE,17.3,,1,,-1.6,,92.8,
17-Aug-2024 01:00,11.6,,0.124,,,IE,,IE,16.9,,2,,0.9,,91.7,
17-Aug-2024 02:00,11.7,,0.121,,,IE,,IE,17.5,,5,,4,,89.1,
17-Aug-2024 03:00,11.5,,0.121,,,IE,,IE,18.8,,4,,1.2,,88.7,
17-Aug-2024 04:00,11.3,,0.114,,,IE,,IE,18.7,,1,,-1,,89.1,
17-Aug-2024 05:00,11.4,,0.12,,,IE,,IE,16.4,,4,,-1.1,,87.7,
17-Aug-2024 06:00,11.3,,0.146,,,IE,,IE,9.4,,3,,-0.7,,89.8,
17-Aug-2024 07:00,11.5,,0.141,,,IE,,IE,11.2,,4,,3,,88.3,
17-Aug-2024 08:00,12.5,,0.135,,,IE,,IE,13.7,,7,,1.3,,83.3,
17-Aug-2024 09:00,13.5,,0.122,,,IE,,IE,15.2,,7,,-0.4,,78.7,
17-Aug-2024 10:00,14.4,,0.118,,,IE,,IE,16.5,,4,,0.9,,74.5,
17-Aug-2024 11:00,15.2,,0.114,,,IE,,IE,20,,3,,2.7,,69.6,
17-Aug-2024 12:00,15.2,,0.124,,,IE,,IE,18.9,,7,,2.9,,75.3,
17-Aug-2024 13:00,14.9,,0.147,,,IE,,IE,17.2,,6,,5.5,,82.2,
17-Aug-2024 14:00,14.5,,0.162,,,IE,,IE,14.9,,5,,4.8,,88.1,
17-Aug-2024 15:00,15.4,,0.128,,,IE,,IE,16.4,,5,,1.1,,83.4,
17-Aug-2024 16:00,16.3,,0.127,,,IE,,IE,16.7,,8,,-0.5,,80.3,
17-Aug-2024 17:00,16.8,,0.133,,,IE,,IE,16.2,,6,,-0.2,,79.1,
17-Aug-2024 18:00,16.6,,0.141,,,IE,,IE,15.6,,9,,1.1,,82.7,
17-Aug-2024 19:00,16.1,,0.162,,,IE,,IE,15.9,,7,,3.2,,87.7,
17-Aug-2024 20:00,15.6,,0.156,,,IE,,IE,15.9,,7,,2.5,,91.5,
17-Aug-2024 21:00,15.4,,0.139,,,IE,,IE,19.9,,6,,4.4,,90.9,
17-Aug-2024 22:00,15.5,,0.146,,,IE,,IE,17.5,,3,,1.2,,90.7,
17-Aug-2024 23:00,14.9,,0.193,,,IE,,IE,8.3,,4,,0.1,,96.1,
18-Aug-2024 00:00,14.6,,0.193,,,IE,,IE,,IE,7,,1.2,,97.5,
18-Aug-2024 01:00,14.4,,0.184,,,IE,,IE,4.6,,6,,3.6,,97.1,
18-Aug-2024 02:00,14.5,,,IE,,IE,,IE,5,,7,,5.1,,96.2,
18-Aug-2024 03:00,14.5,,0.153,,,IE,,IE,3.3,,6,,2.7,,96.9,
18-Aug-2024 04:00,15,,0.141,,,IE,,IE,5.8,,6,,1.6,,94.6,
18-Aug-2024 05:00,14.7,,0.17,,,IE,,IE,4,,8,,5.5,,95.2,
18-Aug-2024 06:00,15.4,,0.167,,,IE,,IE,4,,11,,3.4,,93.1,
18-Aug-2024 07:00,16,,0.17,,,IE,,IE,4.7,,7,,2.5,,89.1,
18-Aug-2024 08:00,17.8,,0.212,,,IE,,IE,7.8,,15,,1.7,,79.8,
18-Aug-2024 09:00,20,,0.114,,,IE,,IE,16.1,,12,,-0.6,,69.1,
18-Aug-2024 10:00,21.5,,0.111,,,IE,,IE,17.9,,13,,-0.3,,62.6,
18-Aug-2024 11:00,22.7,,0.11,,,IE,,IE,19.3,,9,,0.4,,57.5,
18-Aug-2024 12:00,22.6,,0.116,,,IE,,IE,17,,14,,0.7,,61.7,
18-Aug-2024 13:00,22.3,,0.182,,,IE,,IE,16,,18,,0.6,,63.9,
18-Aug-2024 14:00,22.6,,0.143,,,IE,,IE,17.8,,17,,-0.1,,63.5,
18-Aug-2024 15:00,22.1,,0.181,,,IE,,IE,14.1,,14,,0.5,,70.6,
18-Aug-2024 16:00,21.2,,0.134,,,IE,,IE,11.9,,12,,1.9,,71.1,
18-Aug-2024 17:00,21,,0.088,,,IE,,IE,17.4,,7,,0.7,,65.4,
18-Aug-2024 18:00,17.3,,0.097,,,IE,,IE,24.6,,27,,0.5,,70.6,
18-Aug-2024 19:00,15.3,,0.095,,,IE,,IE,31.8,,3,,-0.7,,74.7,
18-Aug-2024 20:00,14.2,,0.096,,,IE,,IE,31.1,,3,,1.8,,81.3,
18-Aug-2024 21:00,13.7,,0.102,,,IE,,IE,29.4,,5,,3.1,,83.4,
18-Aug-2024 22:00,13.6,,0.09,,,IE,,IE,28.8,,8,,1.5,,82,
18-Aug-2024 23:00,12.5,,0.094,,,IE,,IE,28.7,,8,,3.2,,86.5,
19-Aug-2024 00:00,12.1,,0.098,,,IE,,IE,27.2,,8,,3.2,,86.6,
19-Aug-2024 01:00,11.8,,0.084,,,IE,,IE,24.6,,11,,3,,87.4,
19-Aug-2024 02:00,11.5,,0.079,,,IE,,IE,26.5,,7,,1.9,,81.7,
19-Aug-2024 03:00,11,,0.085,,,IE,,IE,25.9,,8,,0.2,,83.1,
19-Aug-2024 04:00,10.5,,0.097,,,IE,,IE,25.4,,6,,1.9,,84.8,
19-Aug-2024 05:00,10.3,,0.095,,,IE,,IE,24.5,,7,,2.8,,85.3,
19-Aug-2024 06:00,10.2,,0.111,,,IE,,IE,21.3,,10,,2.1,,85.6,
19-Aug-2024 07:00,10.1,,0.119,,,IE,,IE,19.7,,7,,2.9,,84.4,
19-Aug-2024 08:00,10.4,,0.102,,,IE,,IE,20.2,,7,,1.8,,81.6,
19-Aug-2024 09:00,11.2,,0.097,,,IE,,IE,22.3,,6,,-1.2,,76.7,
19-Aug-2024 10:00,11.7,,0.102,E,,IE,,IE,23.5,E,4,,-5.5,,73.2,
19-Aug-2024 11:00,11.4,,0.101,,,IE,,IE,24.7,,3,,-4.7,,76.6,
19-Aug-2024 12:00,11.4,,0.101,,,IE,,IE,23.3,,4,,-0.8,,78.9,
19-Aug-2024 13:00,11.3,,0.089,,,IE,,IE,22.7,,3,,-1.2,,77.4,
19-Aug-2024 14:00,10.8,,0.089,,,IE,,IE,21.8,,2,,-0.4,,80.2,
19-Aug-2024 15:00,11,,0.086,,,IE,,IE,21.8,,4,,0.6,,75,
19-Aug-2024 16:00,10.5,,0.104,,,IE,,IE,20,,6,,0.9,,82.9,
19-Aug-2024 17:00,9.9,,0.096,,,IE,,IE,21.4,,5,,2.1,,79.4,
19-Aug-2024 18:00,8.9,,0.131,E,,IE,,IE,20.1,E,4,,1.2,,86.5,
19-Aug-2024 19:00,8.6,,0.089,,,IE,,IE,19.8,,2,,-1.2,,85.4,
19-Aug-2024 20:00,8.6,,0.083,,,IE,,IE,19.7,,4,,-0.1,,80.2,
19-Aug-2024 21:00,8,,0.087,,,IE,,IE,20.5,,6,,2.9,,80.4,
19-Aug-2024 22:00,7,,0.085,,,IE,,IE,21.4,,3,,2.4,,83.7,
19-Aug-2024 23:00,6.9,,0.088,,,IE,,IE,20.6,,2,,2.6,,82.2,
20-Aug-2024 00:00,7,,0.084,,,IE,,IE,21,,4,,1.7,,80.6,
20-Aug-2024 01:00,6.7,,0.087,,,IE,,IE,22.2,,2,,1.3,,81.1,
20-Aug-2024 02:00,6.4,,0.082,E,,IE,,IE,24.6,E,3,,0.8,,79,
20-Aug-2024 03:00,5.9,,0.086,,,IE,,IE,24,,2,,0.4,,84.1,
20-Aug-2024 04:00,5.2,,0.1,,,IE,,IE,26,,2,,0.8,,87.6,
20-Aug-2024 05:00,5.5,,0.11,,,IE,,IE,24.4,,6,,3,,87.4,
20-Aug-2024 06:00,5.7,,0.109,,,IE,,IE,24.3,,9,,1.8,,83.3,
20-Aug-2024 07:00,5.9,,0.105,,,IE,,IE,23.9,,5,,3.4,,81.3,
20-Aug-2024 08:00,6.3,,0.106,,,IE,,IE,22.6,,7,,3,,80.5,
20-Aug-2024 09:00,6.9,,0.113,,,IE,,IE,23.7,,5,,0.5,,76,
20-Aug-2024 10:00,7.8,,0.117,,,IE,,IE,25.3,,6,,1.2,,70,
20-Aug-2024 11:00,9.1,,0.108,,,IE,,IE,28,,10,,1.3,,61.2,
20-Aug-2024 12:00,9.6,,0.118,,,IE,,IE,28.6,,9,,0.4,,58.2,
20-Aug-2024 13:00,10.4,,0.128,,,IE,,IE,29.4,,13,,-1,,56.2,
20-Aug-2024 14:00,11,,0.136,,,IE,,IE,29.7,,9,,0.2,,54.9,
20-Aug-2024 15:00,11.5,,0.129,,,IE,,IE,31.2,,6,,-0.6,,51.9,
20-Aug-2024 16:00,11.6,,0.128,,,IE,,IE,31.3,,5,,-1.4,,52.4,
20-Aug-2024 17:00,11.4,,0.12,,,IE,,IE,30,,5,,1.1,,55.6,
20-Aug-2024 18:00,11.3,,0.123,,,IE,,IE,28.8,,5,,0.2,,56.2,
20-Aug-2024 19:00,10.9,,0.185,,,IE,,IE,24.4,,6,,-0.8,,61.9,
20-Aug-2024 20:00,9.5,,0.267,,,IE,,IE,12.8,,29,,2,,74.1,
20-Aug-2024 21:00,7.4,,0.216,,,IE,,IE,6.1,,38,,4.9,,84.8,
20-Aug-2024 22:00,6.2,,0.156,,,IE,,IE,11.2,,21,,2.6,,87.3,
20-Aug-2024 23:00,6,,0.142,,,IE,,IE,7.5,,10,,1.9,,88.2,
21-Aug-2024 00:00,6,,0.127,,,IE,,IE,,IE,15,,7.1,,87.8,
21-Aug-2024 01:00,6.2,,0.108,,,IE,,IE,8.1,,14,,4.8,,87,
21-Aug-2024 02:00,6.9,,,IE,,IE,,IE,12.4,,10,,1.8,,84.7,
21-Aug-2024 03:00,7.9,,0.093,,,IE,,IE,19.3,,6,,2.3,,76.5,
21-Aug-2024 04:00,8.1,,0.103,,,IE,,IE,18.3,,6,,1.9,,74.6,
21-Aug-2024 05:00,7.8,,0.119,,,IE,,IE,17.8,,6,,-1.1,,75.7,
21-Aug-2024 06:00,7.7,,0.187,,,IE,,IE,12.3,,25,,2,,77.6,
21-Aug-2024 07:00,7.7,,0.212,,,IE,,IE,7,,63,,6.7,,79.9,
21-Aug-2024 08:00,7.8,,0.184,,,IE,,IE,7,,24,,8.5,,84.5,
21-Aug-2024 09:00,9.1,,0.214,,,IE,,IE,13.9,,8,,4.7,,79.9,
21-Aug-2024 10:00,9.9,,0.136,,,IE,,IE,17.8,,5,,1.7,,72.8,
21-Aug-2024 11:00,10.2,,0.143,,,IE,,IE,17.9,,6,,-1.4,,70.8,
21-Aug-2024 12:00,10.9,,0.141,,,IE,,IE,18,,7,,-0.6,,69.2,
21-Aug-2024 13:00,11,,0.143,,,IE,,IE,16.5,,6,,1.6,,72,
21-Aug-2024 14:00,10.3,,0.172,,,IE,,IE,15.8,,6,,1.2,,84,
21-Aug-2024 15:00,10.2,,0.15,,,IE,,IE,19,,7,,1.8,,90.9,
21-Aug-2024 16:00,10.4,,0.158,,,IE,,IE,20.9,,8,,3.8,,92.3,
21-Aug-2024 17:00,10.5,,0.158,,,IE,,IE,23.2,,6,,3.1,,95.4,
21-Aug-2024 18:00,10.7,,0.161,,,IE,,IE,22.6,,6,,2.4,,95.1,
21-Aug-2024 19:00,10.8,,0.173,,,IE,,IE,21.2,,7,,5.1,,94.3,
21-Aug-2024 20:00,10.7,,0.157,,,IE,,IE,20.9,,10,,5.2,,94.1,
21-Aug-2024 21:00,10.2,,0.127,,,IE,,IE,20.3,,7,,3.6,,95,
21-Aug-2024 22:00,9.8,,0.123,,,IE,,IE,18.8,,5,,1.6,,97.3,
21-Aug-2024 23:00,9.7,,0.138,,,IE,,IE,15.9,,5,,0.3,,97.3,
22-Aug-2024 00:00,9.9,,0.132,,,IE,,IE,18.4,,5,,0.2,,96.3,
22-Aug-2024 01:00,9.6,,0.101,,,IE,,IE,19.8,,4,,3.5,,95.9,
22-Aug-2024 02:00,9.3,,0.104,,,IE,,IE,19.8,,5,,0,,97.3,
22-Aug-2024 03:00,9.2,,0.108,,,IE,,IE,20.6,,5,,-4.7,,97.5,
22-Aug-2024 04:00,8.9,,0.105,,,IE,,IE,24.2,,2,,-2.4,,96.6,
22-Aug-2024 05:00,8.4,,0.124,,,IE,,IE,24.1,,2,,3.1,,96.7,
22-Aug-2024 06:00,8.5,,0.136,,,IE,,IE,24.6,,2,,2.5,,94.2,
22-Aug-2024 07:00,8.6,,0.133,,,IE,,IE,22.2,,3,,2.6,,96.5,
22-Aug-2024 08:00,8.7,,0.131,,,IE,,IE,22.8,,4,,3.4,,95.6,
22-Aug-2024 09:00,8.9,,0.163,,,IE,,IE,23.2,,3,,1.8,,93.8,
22-Aug-2024 10:00,9.1,,0.145,,,IE,,IE,22.2,,6,,5,,93.1,
22-Aug-2024 11:00,9.3,,0.129,,,IE,,IE,21.9,,3,,2.9,,92.9,
22-Aug-2024 12:00,9.5,,0.151,,,IE,,IE,22.9,,2,,0.7,,91,
22-Aug-2024 13:00,9.7,,0.146,,,IE,,IE,23.4,,5,,0.6,,90.3,
22-Aug-2024 14:00,9.6,,0.141,,,IE,,IE,23.5,,3,,0.1,,91.1,
22-Aug-2024 15:00,9.5,,0.167,,,IE,,IE,24.4,,4,,0.8,,88.6,
22-Aug-2024 16:00,9.6,,0.118,,,IE,,IE,24,,6,,-0.3,,90.7,
22-Aug-2024 17:00,9.8,,0.119,,,IE,,IE,24.7,,6,,-0.2,,86.7,
22-Aug-2024 18:00,9.7,,0.118,,,IE,,IE,24,,8,,1.5,,86.5,
22-Aug-2024 19:00,9.7,,0.115,,,IE,,IE,23.4,,6,,0.7,,85.9,
22-Aug-2024 20:00,9.3,,0.113,,,IE,,IE,22,,6,,0.2,,87.5,
22-Aug-2024 21:00,8.5,,0.11,,,IE,,IE,20.5,,6,,1.3,,91.1,
22-Aug-2024 22:00,8.3,,0.107,,,IE,,IE,19.7,,4,,3.1,,91.9,
22-Aug-2024 23:00,8.2,,0.101,,,IE,,IE,20.1,,4,,2,,91.2,
23-Aug-2024 00:00,8,,0.115,,,IE,,IE,19.3,,5,,1,,91.9,
23-Aug-2024 01:00,7.7,,0.109,,,IE,,IE,18.5,,3,,0,,92.6,
23-Aug-2024 02:00,7.4,,0.106,,,IE,,IE,18.2,,4,,-0.1,,94.7,
23-Aug-2024 03:00,7.4,,0.103,,,IE,,IE,18.3,,7,,1.6,,96.4,
23-Aug-2024 04:00,7.6,,0.1,,,IE,,IE,16.8,,8,,0.4,,97.2,
23-Aug-2024 05:00,7.6,,0.107,,,IE,,IE,16.7,,5,,0.2,,96.7,
23-Aug-2024 06:00,7.6,,0.12,,,IE,,IE,16.1,,3,,0,,96.9,
23-Aug-2024 07:00,7.6,,0.116,,,IE,,IE,16,,5,,1,,95.7,
23-Aug-2024 08:00,7.7,,0.141,,,IE,,IE,17.3,,6,,1.1,,94.1,
23-Aug-2024 09:00,7.9,,0.136,,,IE,,IE,17,,5,,0.7,,92.9,
23-Aug-2024 10:00,8.2,,0.162,,,IE,,IE,16.8,,8,,0.6,,91.6,
23-Aug-2024 11:00,8.2,,0.16,,,IE,,IE,17.5,,8,,0.5,,94.7,
23-Aug-2024 12:00,8.4,,0.15,,,IE,,IE,19.5,,5,,0.2,,96.2,
23-Aug-2024 13:00,9.1,,0.207,,,IE,,IE,20.8,,4,,2.4,,92.6,
23-Aug-2024 14:00,9.3,,0.205,,,IE,,IE,21.3,,5,,4.5,,92,
23-Aug-2024 15:00,9.6,,0.194,,,IE,,IE,23.2,,8,,2.5,,88.5,
23-Aug-2024 16:00,10.1,,0.121,,,IE,,IE,22.3,,8,,0.7,,84.5,
23-Aug-2024 17:00,10,,0.134,,,IE,,IE,21.4,,5,,3.1,,85.5,
23-Aug-2024 18:00,10.1,,0.134,,,IE,,IE,20.1,,9,,2.7,,86.1,
23-Aug-2024 19:00,10.1,,0.142,,,IE,,IE,17.7,,10,,2.4,,86.5,
23-Aug-2024 20:00,9.6,,0.178,,,IE,,IE,15.2,,18,,3.2,,88.4,
23-Aug-2024 21:00,9.1,,0.189,,,IE,,IE,15.8,,18,,6.2,,89.8,
23-Aug-2024 22:00,8.5,,0.16,,,IE,,IE,15.2,,13,,4.7,,90.9,
23-Aug-2024 23:00,8.2,,0.165,,,IE,,IE,13.7,,10,,4.3,,92.2,
24-Aug-2024 00:00,7.8,,0.144,,,IE,,IE,,IE,10,,4.3,,92.3,
24-Aug-2024 01:00,7.4,,0.123,,,IE,,IE,16.6,,7,,1.2,,92.7,
24-Aug-2024 02:00,7,,,IE,,IE,,IE,12.6,,5,,0.1,,95.3,
24-Aug-2024 03:00,6.8,,0.095,,,IE,,IE,10.1,,5,,0.7,,96.3,
24-Aug-2024 04:00,6.7,,0.107,,,IE,,IE,11.8,,2,,1.1,,96.8,
24-Aug-2024 05:00,6.6,,0.107,,,IE,,IE,10.2,,2,,2,,97.8,
24-Aug-2024 06:00,6.7,,0.115,,,IE,,IE,9,,11,,3.4,,98.1,
24-Aug-2024 07:00,6.9,,0.113,,,IE,,IE,14.6,,8,,3.7,,93.7,
24-Aug-2024 08:00,7.3,,0.14,,,IE,,IE,18,,6,,2.7,,88.3,
24-Aug-2024 09:00,7.7,,0.214,,,IE,,IE,22.8,,6,,2.1,,83.8,
24-Aug-2024 10:00,8.3,,0.193,,,IE,,IE,24.6,,7,,1.5,,80.7,
24-Aug-2024 11:00,8.8,,0.145,,,IE,,IE,27.3,,5,,1.1,,74.7,
24-Aug-2024 12:00,9.1,,0.207,,,IE,,IE,27.8,,3,,0.3,,73.6,
24-Aug-2024 13:00,9.9,,0.161,,,IE,,IE,29,,3,,-1.3,,66.6,
24-Aug-2024 14:00,10.7,,0.224,,,IE,,IE,28.5,,2,,1.7,,62.5,
24-Aug-2024 15:00,11,,0.177,,,IE,,IE,26.9,,1,,1.3,,62.8,
24-Aug-2024 16:00,11.7,,0.169,,,IE,,IE,28.6,,2,,-0.2,,58,
24-Aug-2024 17:00,11.8,,0.154,,,IE,,IE,28.7,,0,,-1.7,,56.9,
24-Aug-2024 18:00,11,,0.153,,,IE,,IE,27.9,,5,,-0.3,,63.3,
24-Aug-2024 19:00,11.1,,0.147,,,IE,,IE,26.5,,7,,-0.2,,63.7,
24-Aug-2024 20:00,10,,0.175,,,IE,,IE,20.3,,7,,-0.4,,73.3,
24-Aug-2024 21:00,8.2,,0.189,,,IE,,IE,11.6,,16,,2.7,,84.7,
24-Aug-2024 22:00,6.8,,0.233,,,IE,,IE,5.8,,16,,6.6,,90.5,
24-Aug-2024 23:00,5.8,,0.204,,,IE,,IE,5.6,,8,,5.3,,93.5,
25-Aug-2024 00:00,5,,0.174,,,IE,,IE,5.9,,9,,2.6,,94.6,
25-Aug-2024 01:00,4.4,,0.162,,,IE,,IE,4.1,,11,,0.7,,94.1,
25-Aug-2024 02:00,3.7,,0.152,,,IE,,IE,3.6,,14,,5.1,,95.3,
25-Aug-2024 03:00,3.2,,0.149,,,IE,,IE,3.6,,11,,5.9,,95.3,
25-Aug-2024 04:00,3.7,,0.152,,,IE,,IE,5.5,,10,,4.6,,94.9,
25-Aug-2024 05:00,3.6,,0.148,,,IE,,IE,4.9,,9,,-1.1,,95.2,
25-Aug-2024 06:00,3.3,,0.188,,,IE,,IE,4.3,,17,,1.4,,96.1,
25-Aug-2024 07:00,4.1,,0.197,,,IE,,IE,4.5,,20,,6,,94.9,
25-Aug-2024 08:00,5.6,,0.187,,,IE,,IE,7.4,,13,,4.4,,88.2,
25-Aug-2024 09:00,7,,0.326,,,IE,,IE,10.8,,12,,1.4,,81.7,
25-Aug-2024 10:00,7.2,,0.217,,,IE,,IE,7.5,,18,,0.3,,84.6,
25-Aug-2024 11:00,7.9,,0.267,,,IE,,IE,6.4,,19,,0.7,,83.4,
25-Aug-2024 12:00,8.8,,0.264,,,IE,,IE,7.6,,23,,3.9,,79.5,
25-Aug-2024 13:00,10.1,,0.225,,,IE,,IE,16.6,,12,,3.2,,72.7,
25-Aug-2024 14:00,11,,0.17,,,IE,,IE,21.5,,9,,0.6,,68.6,
25-Aug-2024 15:00,11.2,,0.171,,,IE,,IE,20.6,,10,,1.7,,69.2,
25-Aug-2024 16:00,11,,0.185,,,IE,,IE,18,,10,,-0.2,,72.2,
25-Aug-2024 17:00,11.5,,0.181,,,IE,,IE,19.6,,7,,1.6,,69.4,
25-Aug-2024 18:00,11.6,,0.161,,,IE,,IE,19.7,,8,,0.4,,69.4,
25-Aug-2024 19:00,11.3,,0.175,,,IE,,IE,19.2,,9,,2.1,,71.2,
25-Aug-2024 20:00,10.8,,0.178,,,IE,,IE,17.8,,11,,3.9,,74.5,
25-Aug-2024 21:00,10.3,,0.19,,,IE,,IE,14,,19,,1.9,,77.8,
25-Aug-2024 22:00,9.7,,0.199,,,IE,,IE,10.9,,8,,1,,82.1,
25-Aug-2024 23:00,9.4,,0.189,,,IE,,IE,8.3,,6,,1.4,,84.9,
26-Aug-2024 00:00,9.1,,0.16,,,IE,,IE,6,,14,,4.2,,86.9,
26-Aug-2024 01:00,8.7,,0.188,,,IE,,IE,5.3,,11,,5,,89.8,
26-Aug-2024 02:00,8.3,,0.196,,,IE,,IE,6.5,,9,,1.7,,92.2,
26-Aug-2024 03:00,8,,0.165,,,IE,,IE,7.3,,7,,-1.2,,93,
26-Aug-2024 04:00,7.5,,0.157,,,IE,,IE,5.6,,9,,-0.4,,94.3,
26-Aug-2024 05:00,7.3,,0.173,,,IE,,IE,5.2,,9,,2,,94.7,
26-Aug-2024 06:00,7.1,,0.214,,,IE,,IE,6.4,,17,,1.6,,94.6,
26-Aug-2024 07:00,7.1,,0.225,,,IE,,IE,7.2,,23,,2.6,,93.6,
26-Aug-2024 08:00,7.5,,0.182,,,IE,,IE,10.7,,11,,4.3,,90.8,
26-Aug-2024 09:00,8.9,,0.173,,,IE,,IE,13.4,,9,,2.4,,84.4,
26-Aug-2024 10:00,10.8,,0.162,,,IE,,IE,18.1,,5,,0.5,,77.4,
26-Aug-2024 11:00,12.5,,0.157,,,IE,,IE,19.7,,6,,-1.9,,70.1,
26-Aug-2024 12:00,13.8,,0.169,,,IE,,IE,21.1,,6,,-2.3,,64.6,
26-Aug-2024 13:00,15.1,,0.168,,,IE,,IE,22.2,,7,,-0.1,,60,
26-Aug-2024 14:00,16.1,,0.155,,,IE,,IE,25.6,,5,,-0.3,,53.3,
26-Aug-2024 15:00,16.6,,0.156,,,IE,,IE,26.8,,6,,-0.6,,50.7,
26-Aug-2024 16:00,17.1,,0.181,,,IE,,IE,26.2,,12,,-0.9,,48.5,
26-Aug-2024 17:00,16.7,,0.155,,,IE,,IE,25.6,,8,,0.2,,52.1,
26-Aug-2024 18:00,16.4,,0.157,,,IE,,IE,21.6,,5,,1.4,,54.3,
26-Aug-2024 19:00,15.6,,0.174,,,IE,,IE,19.6,,6,,2.8,,58.3,
26-Aug-2024 20:00,14.5,,0.194,,,IE,,IE,15.4,,11,,3.1,,65.8,
26-Aug-2024 21:00,13.4,,0.17,,,IE,,IE,15.5,,9,,3,,72.2,
26-Aug-2024 22:00,12.7,,0.156,,,IE,,IE,16.7,,7,,2.6,,75,
26-Aug-2024 23:00,10.8,,0.193,,,IE,,IE,7.9,,15,,5.2,,85.3,
